job_title,company_name,experience,salary,location,job_description,skills,url
Software Engineer Swe,Wayfair,6 - 11 years,Not Disclosed,Bengaluru,"Candidates for this position are preferred to be based in Bangalore, and will be expected to comply with their teams hybrid work schedule requirements. Wayfair runs the largest custom e-commerce large parcel network in the United States, approximately 1.6 million square meters of logistics space. The nature of the network isinherently a highly variable ecosystem that requires flexible, reliable, and resilient systems to operate efficiently.We are looking for a passionate Backend Software Engineer to join the Fulfillment Optimization team. This team builds the platforms that determine how customer ordersare fulfilled, optimizing for Wayfair profitability and customer delight. A big part of our work revolves around enhancing and scaling customer-facing platforms that provide fulfillment information on our websites, starting at the top of the customer funnel on the search pages all the way through orders being delivered. Throughout this customer journey, we are responsible for maintaining an accurate representation of our dynamic supply chain, determining how different products will fit into boxes, predicting how these boxes will flow through warehouses and trucks, and ultimately surfacing the information our customers need to inform their decision and the details our suppliers and carriers require to successfully execute on the promises made to our customers. We do all of this in milliseconds, thousands of times per second. What Youll Do: Take complex engineering problems, design appropriate solutions and deliver on them. Work on a variety of technologies - from system implementations, to software and tools built in house, to application systems delivering acceleration as a service. Implement robust, well-tested services. Provide technical design and code reviews for peers within your team. Provide insights into opportunity areas for the platform, influencing priorities and team roadmaps in close partnership with Engineering and Product leadership. What you ll Need: Bachelor/Master degree in Computer Science or related technical subject area or equivalent combination of education and experience. 6+ years of experience in software engineering and designing systems at scale. Experience in development of new applications using technologies such as Java,Python or C++; SQL. Experience building web services with Java,REST,Microservices. Expertise with big data technologies tools like Hadoop, Spark, Hive, Presto,Airflow etc. Experience in cloud platforms such as GCP using technologies like Big Query, Dataproc, GCS, Cloud Composer, Dataflow or related technologies in AWS or Azure. Experience with Continuous Integration (CI/CD) practices and tools (Buildkite, Jenkins, etc.). Experience architecting solutions leveraging distributed infrastructure (e.g. Docker, Kubernetes, etc). Experience leveraging monitoring and logging technologies (e.g. DataDog,Elasticsearch, InfluxDB, etc.). Track-record of being a hands-on developer efficiently building technically sound systems. Strong verbal and written communication skills. Ability to work effectively with engineers, product managers, and business stakeholders alike. Proficient in effective troubleshooting and issue resolution techniques. .","supply chain, computer science, c, backend, hp data protector, troubleshooting, monitoring, sql, python, logistics, ",https://www.naukri.com/job-listings-software-engineer-swe-wayfair-technologies-bengaluru-6-to-11-years-120925503353
Manager Software Engineer,Uipath,8 - 13 years,Not Disclosed,Bengaluru,"As part of the Integration Service engineering team, we work with various technologies ranging from Java, Javascript, NodeJS, Kubernetes, Docker, AWS, Azure etc. We work in collaboration with the product team to conceptualize ideas and own everything from design, implementation of connectors and various other features services of the platform. #LI-SR1 What youll do at UiPath We are looking for Software Engineers with strong customer passion, accountability and drive to enhance customer experience and who work well with the teams across UiPath. The ideal candidate will develop new classes of connectors, maintain existing connectors, services and help in designing, building and shipping new next generation integration products. You will be accountable for designing, and developing unified rich rest API. You will directly design and engineer significant areas of the service, and ensure our technical deliverables meet the expected service level metrics and engineering standards. You will work closely with other engineers and product managers to envision and deliver product capabilities ensuring our software meets all requirements of quality, security, scalability and high performance. Apart from possessing strong technical skills, the candidate should show a strong bias for action, be adaptable and exhibit uninhibited entrepreneurial spirit with a can-do attitude. Take end to end ownership of components and be responsible for the subsystems that you work on. Engage in code design, testing, integration, deployment, and enhancements and write high-quality code and take responsibility for tasks. Be a role model for young engineers and mentor them, have a strong sense of code quality, and enforce code quality within the team. What youll bring to the team Bachelor-s/Master-s degree in Engineering, Computer Science (or equivalent experience). At least 8+ years of relevant experience in application design and development. Excellent in any object-oriented development skills like Java. .Net experience is a plus. At Least 1 or 2 years of experience in Javascripts or node js. Demonstrated track record of leading technical projects and mentoring junior developers and strong leadership skills. Solid experience working with multi-tier architecture, including UX design patterns. Strong problem-solving skills, technical troubleshooting, with a good grasp of data structures and algorithms and diagnosing. Should have knowledge in Typescript/NodeJs and familiarity with on frontend framework like Angular / Vue.js and / or React Knowledge of debugging performance and optimization techniques Demonstrate ability to deliver in a fast-paced environment. Test-driven, documented and automation mindset. Strong verbal and written communication skills. Maybe you don-t tick all the boxes above-but still think you-d be great for the jobGo ahead, apply anyway. Please. Because we know that experience comes in all shapes and sizes-and passion can-t be learned. Many of our roles allow for flexibility in when and where work gets done. Depending on the needs of the business and the role, the number of hybrid, office-based, and remote workers will vary from team to team. Applications are assessed on a rolling basis and there is no fixed deadline for this requisition. The application window may change depending on the volume of applications received or may close immediately if a qualified candidate is selected. We value a range of diverse backgrounds, experiences and ideas. We pride ourselves on our diversity and inclusive workplace that provides equal opportunities to all persons regardless of age, race, color, religion, sex, sexual orientation, gender identity, and expression, national origin, disability, neurodiversity, military and/or veteran status, or any other protected classes. Additionally, UiPath provides reasonable accommodations for candidates on request and respects applicants privacy rights. To review these and other legal disclosures, visit our privacy policy .","computer science, business process, automation, sap, debugging, javascript, data structures, troubleshooting, adobe, salesforce, ",https://www.naukri.com/job-listings-manager-software-engineer-uipath-robotic-automation-process-india-pvt-ltd-bengaluru-8-to-13-years-120925503135
C Software Engineer,Leuwint Technologies,3 - 5 years,Not Disclosed,PuneBengaluru,"3-5 years of experience as a C++ software developer. Minimum 3 years of experience in software development and solution design. Hands-on experience in project envisioning, development, and deployment. Strong skills in C++ with good knowledge of language specifications. Solid understanding of OOPS concepts, STL containers, and algorithms. Good knowledge of the standard C++ library. Experience in memory management in non-garbage collected environments. Strong understanding of dynamic polymorphism and C++-specific concepts. Expertise in C and C++. Experience in CATIA customization using CAA CATIA V5 and 3DEXPERIENCE. Knowledge of PLM will be an added advantage. Experience in mathematical algorithms, geometry, topology, and good understanding of Agile methodologies. Location : Pune/Bangalore","catia v, caa, dexperience, c, oops, stl, ",https://www.naukri.com/job-listings-c-software-engineer-leuwint-technologies-pune-bengaluru-3-to-5-years-120925005099
Software Engineer  Webmethods,Colruyt It Consultancy India,0 - 6 years,Not Disclosed,Hyderabad,"Job_Description"":"" Skills: WebMethods Flow Services, REST/SOAP Key Responsibilities: Design, develop, and implement complex integration solutions using WebMethods suite (IS, API Gateway, UM, BPM, MWS, etc.). Develop and maintain REST and SOAP-based APIs in API Gateway, integration flows, mappings, and transformation logic. Lead requirement gathering, effort estimation, design discussions, and deployment planning for integration projects. Work closely with architects and stakeholders to define integration patterns and ensure architectural alignment. Perform performance tuning, load testing, and optimization of WebMethods services. Manage version control, CI/CD pipelines, and deployment processes. Mentor junior developers and conduct code reviews to ensure best practices and coding standards. Participate in code reviews, deployment planning, and production support. Create technical documentation including solution design, deployment guides, and support documentation. Required Skills: 35 years of experience with Software AG WebMethods platform , including: Integration Server (IS) BPM Universal Messaging Designer, Deployer, MWS Adapters (JDBC, SAP, MQ, File, etc.) Proficient in: Flow and Java Services development JMS, XML, JSON, Flat Files SOAP, RESTful APIs Strong experience with error handling , logging frameworks , and performance tuning . Good understanding of integration patterns , messaging queues , and transaction management . Understanding of security protocols (OAuth2, SSL, JWT). Good to Have: Experience with Agile/Scrum methodology. Familiarity with CI/CD tools (Jenkins, GitLab CI/CD). Knowledge of Azure API Management, LogicApps and Function Apps Soft Skills: Good communication and interpersonal skills. Ability to work independently and in a team environment. Ability to lead a small team or module independently.","jms, performance tuning, webmethods, sap, production support, coding, xml, jdbc, json, ssl, ",https://www.naukri.com/job-listings-software-engineer-webmethods-colruyt-it-consultancy-india-pvt-ltd-hyderabad-0-to-6-years-090925501783
Software Engineer CNet,Expleo,7 - 12 years,Not Disclosed,Chennai,"Overview 7+ years of experience in C# .NET development experience Solid hands-on experience in C#, .NET core, and Web API Hands on experience with Entity Framework and LINQ Strong understanding of object-oriented programming Strong experience in Oracle Database Strong understanding/knowledge in Design Patterns Strong knowledge in SOLID Principles Familiar with various designs and architectural patterns. Advanced knowledge of software development lifecycle methodologies Responsibilities Designs, modifies, develops, writes and implements software programming applications. Builds design and coding standards to ensure consistency across applications. Debugs problems with information systems using a variety of analytical skills, techniques, and resources Routinely communicates status (problems encountered, and time remaining to complete) to leadership team.","oracle database, analytical skills, linq, c, web technologies, architecture, coding, software development life cycle, entity framework, object oriented programming, ",https://www.naukri.com/job-listings-software-engineer-c-net-expleo-group-chennai-7-to-12-years-120925503228
Software Engineer,Micro1,1 - 4 years,Not Disclosed,Bengaluru,"Job Title: VSTO dot net Developer Job Type: Full-Time Location: Hybrid Pune | Delhi | Bengaluru Job Summary: Join our customer's team as a VSTO dot net Developer and play a key role in designing and enhancing business solutions with Microsoft technologies Collaborate in a dynamic, agile environment, leveraging your expertise in C#, VSTO, and PowerPoint to create impactful automation and add-in solutions As part of a forward-thinking team, you will help deliver robust desktop applications that drive business efficiency, Key Responsibilities: Design, develop, and maintain VSTO-based applications and add-ins for Microsoft Office, with a focus on PowerPoint integration, Collaborate closely with cross-functional teams and project stakeholders to gather requirements and deliver tailored solutions, Utilize C#, WPF, and Windows Forms to create intuitive, high-performance user interfaces for desktop environments, Implement and manage continuous integration pipelines leveraging Azure DevOps for streamlined delivery, Participate actively in Agile ceremonies, contributing to sprint planning, reviews, and retrospectives, Ensure code quality and maintainability by writing clean, well-documented code and performing thorough code reviews, Troubleshoot, debug, and optimize applications for reliability and best-in-class user experiences, Required Skills and Qualifications: Proven expertise in C#, dot net Framework, and VSTO development for Microsoft Office, especially PowerPoint, Strong experience with Windows, WPF, and Windows Forms application development, Proficiency in Azure DevOps for source control, CI/CD, and project tracking, Demonstrated agile mindset and hands-on experience working in Agile or Scrum teams, Excellent written and verbal communication skills, with a strong commitment to clear, proactive collaboration, Strong problem-solving abilities and attention to detail in a fast-paced, hybrid work environment, Preferred Qualifications: Experience developing automation tools or business productivity solutions for enterprise environments, Background in integrating third-party APIs or services with Microsoft Office applications, Prior experience working with distributed or remote teams in a hybrid work model, Show more Show less","microsoft windows, net, powerpoint, azure devops, ",https://www.naukri.com/job-listings-software-engineer-micro1-bengaluru-1-to-4-years-120925501826
Software Engineer,Photon,6 - 9 years,Not Disclosed,KolkataMumbaiNew DelhiHyderabadPuneChennaiBengaluru,"Programming & Scripting: Proficient in Python, SQL, and Unix for data processing, automation, and system-level operations. Cloud Data Platforms: Hands-on experience with Snowflake and strong working knowledge of cloud infrastructure and ecosystem (e.g., AWS, Azure, GCP). Data Warehousing: In-depth understanding of data warehouse concepts, including dimensional modeling, ETL/ELT pipelines, and performance optimization. CI/CD & DevOps: Extensive experience in managing CI/CD pipelines within cloud environments, ensuring seamless integration and deployment. Reporting & Visualization: Solid grasp of reporting tools such as Power BI or similar platforms for building interactive dashboards and business insights. Good to Have Skills Data Architecture: Proven expertise in designing and implementing both OLTP (Online Transaction Processing) and OLAP (Online Analytical Processing) systems. Experience in building data lakes and developing data products to support scalable analytics and business intelligence. API Integration: Exposure to working with APIs for data exchange and system integration. AI/ML Fundamentals: Basic understanding of Artificial Intelligence and Machine Learning concepts and workflows.","unix, automation, system integration, machine learning, olap, business intelligence, analytics, sql, python, data architecture, ",https://www.naukri.com/job-listings-software-engineer-photon-infotech-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-090925500515
Software Engineer,Jones Lang Lasalle Property Consultants India Pv T Ltd,2 - 7 years,Not Disclosed,Bengaluru,"What this job involves As the Full Stack Software Engineer, you will help JLL Technologies build the world s best AI driven application s for exploring and analyzing the global commercial real estate market while helping real estate owners and occupiers see options and context. Responsibilities Hands-on Development on our leadingAI (Artificial Intelligence)Apps and Platform Team. Innovate new AI driven ideas and perform quick proof-of-concepts. Design and implement features and epics Automated Unit Testing and Automated QA Testing Review code and enforce team standards for quality, test coverage, performance etc. Network with engineers at adjacent teams and facilitate alignment and information sharing Continuously improve the development/delivery process Consults with the business to develop documentation and communication materials to ensure accurate usage and interpretation of JLL business requirements. The application is a Premium Tier 1 app. Though production incidentshappensrarely, flexibility to support the Team during off hours in case of Incidents is expected from this role. Sound like the job you re looking for Before you apply it s also worth knowing what we re looking for: Minimum Qualifications 2+ years of experience developing rich interactive web applications Excellent programming, software architecture, and communication skills Experience with agile software development methodologies (Scrum, etc.) Technical Skills & Competencies (Mandatory) C#, .NET Core React.js 16.8+ using ES6+ or TypeScript, Redux, Hooks Rest API development CosmosDB or other NoSQL Databases Experience with developing using services on Azure or AWS Cloud DevOps tools and pipelines such as GitHub Workflows. Agile Scrum/Kanban working experience are preferred. Good technical writing, documentation, and communication skills. Self-motivated team player who is flexible and adapts in quickly changing environment. Technical Skills & Competencies (Preferred) Monitoring tools like Datadog, Splunk, etc. Experience with LLMs. Preferred Qualifications Ability to define and implement a solution across a complex application stack Bachelors in Computer Science or Engineering","software development, c, software architecture, devops, rest api development, nosql databases, agile, cosmosdb, web applications, programming, net core, ",https://www.naukri.com/job-listings-software-engineer-jones-lang-lasalle-property-consultants-india-pv-t-ltd-bengaluru-2-to-7-years-100925942275
Software Engineer,Yucollect,1 - 3 years,Not Disclosed,Ahmedabad,"Responsible for full software life-cycle and development of front-end & back-end systems. Writing high-quality code, participating in code reviews, designing/architecting systems of varying complexity and scope. Identify libraries and technologies worth experimentation. Help in Build innovative solutions from scratch and liaise with architects and engineers to build solutions.","object oriented design, software design, backend, front end, artificial intelligence, machine learning, data structures, risk management, monitoring, python, ",https://www.naukri.com/job-listings-software-engineer-yucollect-ahmedabad-1-to-3-years-090925500384
Software Engineer,Uplers,1 - 2 years,Not Disclosed,AhmedabadRajkotVadodara,"Software Engineer Experience: 1-2 Years Exp Salary : Competitive Preferred Notice Period : less than or equal to 15 days Shift : 10:00 AM to 6:00 PM IST Opportunity Type: Office (Ahmedabad) Placement Type: Fulltime (*Note: This is a requirement for one of Uplers' Clients) Must have skills required : JavaScript OR PHP, MySQL OR SQL OR Node.js, React.js OR Next.js AllEvents (One of Uplers' Clients) is Looking for: Software Engineer who is passionate about their work, eager to learn and grow, and who is committed to delivering exceptional results. If you are a team player, with a positive attitude and a desire to make a difference, then we want to hear from you. Role Overview Description About AllEvents AllEvents is your go-to platform for uncovering exciting events and unforgettable experiences locally and online. It tailors recommendations to your interests, making it easy to find events you'll love and never miss out on what's happening around you. Role Overview: At Allevents, you'll be part of a dynamic tech product company that's revolutionizing how people interact with events. Here's what you'll love about working with us: Impact at scale: Work on products that will be used by millions of users worldwide, giving you instant gratification and a sense of pride. Creative freedom: Enjoy the autonomy to experiment, innovate, and measure the impact of your work. We encourage calculated risks and learning from failures. Collaborative and dynamic environment: Be part of a talented team that's passionate about building cutting-edge technology. Share ideas, learn from each other, and grow together. Growth opportunities: Develop new skills, take on new challenges, and advance your career in a company that's committed to innovation and excellence. If you're a curious, creative, and ambitious individual who's passionate about building products that make a real difference, we'd love to hear from you. What Youll Be Doing: Develop, test, and deploy robust features across the web application. Collaborate with product managers, designers, and other developers to deliver high-quality solutions. Maintain and improve the existing codebase for performance, scalability, and reliability. Work with APIs, third-party integrations, and data-driven components. Write clean, maintainable code following best practices (including version control and documentation). Troubleshoot issues and ensure cross-browser/platform compatibility. Tech Stack: Frontend: Vue. JS, JavaScript, HTML5, CSS3. Backend: Node.js / PHP, REST APIs. Database: MySQL / MongoDB. Tools: Git, Docker, CI/CD pipelines, AWS/GCP, Postman. What We’re Looking For: 2+ years of experience as a full-stack developer. Strong foundation in both front-end and back-end technologies. Experience building responsive, user-friendly web applications. Familiarity with RESTful APIs and third-party integrations. Problem-solving mindset and eagerness to learn new technologies Good communication and team collaboration skills. Why You’ll Love This Job: You’ll get to own the stage when it comes to crafting a brand people swear by. Work in a team that values ideas over egos. Get creative, get strategic, and get results all while having fun doing it. Make a tangible impact on how people discover and experience events. Check out more reasons to work at AllEvents here - https://www.instagram.com/life.at.allevents How to apply for this opportunity: Easy 3-Step Process: 1. Click On Apply! And Register or log in on our portal 2. Upload updated Resume & Complete the Screening Form 3. Increase your chances to get shortlisted & meet the client for the Interview! About Our Client: AllEvents is a vibrant and dynamic platform that empowers millions to turn everyday moments into memorable experiences. Founded in 2011 in Ahmedabad, India, by visionaries Amit Panchal and Ruchit Patel, AllEvents has since grown into one of the world’s largest event discovery and ticketing platforms. Driven by a mission to “turn ordinary days into extraordinary memories,” AllEvents focuses on simplifying how people discover, explore, and attend events—whether it’s a nearby yoga class, a food festival, or a global concert. About Uplers: Our goal is to make hiring and getting hired reliable, simple, and fast. Our role will be to help all our talents find and apply for relevant product and engineering job opportunities and progress in their career. (Note: There are many more opportunities apart from this on the portal.) So, if you are ready for a new challenge, a great work environment, and an opportunity to take your career to the next level, don't hesitate to apply today. We are waiting for you!","javascript, mysql, php, nodejs, reactjs, nextjs, sql, ",https://www.naukri.com/job-listings-software-engineer-uplers-ahmedabad-rajkot-vadodara-1-to-2-years-090925018223
Software Engineer  Angular Node,Photon,6 - 9 years,Not Disclosed,Bengaluru,"MongoDB or any NoSQL database MySQL/PostgreSQL Git, Jenkins, Docker (basic knowledge) Unit testing frameworks like Jasmine, Karma, Mocha Authentication mechanisms (OAuth, JWT) Knowledge of Agile methodologies Key Responsibilities: Develop and maintain scalable web applications using Angular and Node.js. Build reusable code and libraries for future use. Integrate front-end and back-end components and ensure responsive design. Optimize applications for maximum speed and scalability. Work with cross-functional teams to deliver high-quality products on time. Debug and resolve technical issues reported in production. Participate in code reviews and provide constructive feedback.","backend, git, nosql, postgresql, mysql, debugging, agile, javascript, mongodb, unit testing, ",https://www.naukri.com/job-listings-software-engineer-angular-node-photon-infotech-p-ltd-bengaluru-6-to-9-years-090925501241
Software Engineer,IbaseT,2 - 4 years,Not Disclosed,Ahmedabad,"Overview: We are seeking a highly skilled Developer who excels in writing maintainable, high-quality code and actively advocates for best software development practices, tools, and platforms. The ideal candidate will collaborate closely with business analysts and technical teams to design and develop our highly configurable applications. This role requires proficiency in developing complex Java EE applications, contributing to core framework components, and reviewing peers work. The successful candidate will deliver robust, high-performance, multi-tiered, and multi-threaded software solutions while adhering to clean coding standards and ensuring rigorous testing. The ability to explore, compare, and recommend optimal solutions for project requirements is essential. Key Responsibilities: Design, develop, and maintain Java-based enterprise applications, with a focus on Spring frameworks. Contribute to core application framework components and ensure code quality through peer reviews. Develop high-performance, scalable, multi-threaded, and clustered solutions. Collaborate with cross-functional teams to specify requirements and deliver well-tested, reliable software solutions. Conduct research and analysis to recommend the best solutions for technical challenges. Maintain adherence to coding best practices, standards, and performance optimizations. Technical Requirements: Core Expertise: Strong experience with Java , Advanced Java , Spring , Spring Boot , Hibernate/JPA , Maven , JUnit , and Mockito . Hands-on experience with Web infrastructure such as Tomcat , JBoss , and WebSphere . Proficiency in integrating enterprise software systems using protocols like HTTP/HTTPS, JMS, REST etc. Experience in microservices and monolithic architectures . Familiarity with microservice components like Kafka , Redis , OAuth 2.0 , API Gateway , and Cloud technologies . Understanding of 3-tier architectures involving front-end clients, middle-tier servers, and database back-ends. Should have hands-on experience in using AI tools and technologies like Github Copilot, Codium or similar tools Hands-on experience on ActiveMQ, Kafka, Camel is plus. Database Knowledge: Strong understanding of database concepts, preferably Oracle and MS SQL . Ability to write and optimize complex SQL queries . Tools and Version Control: Proficiency with code versioning tools such as Git and SVN . Agile Methodology: Experience in Agile environments (Scrum, Kanban, or Scaled Agile frameworks). Soft Skills: Excellent verbal and written communication skills, with the ability to convey complex technical concepts clearly to both technical and non-technical audiences. A proactive self-starter who can work independently with minimal supervision. Ability to collaborate effectively with cross-functional teams, demonstrating flexibility and problem-solving skills. Additional Information: This job description outlines the key responsibilities and required skills, but it is not exhaustive. Candidate must be able to join Ahmedabad office as and when needed. Employees may be asked to perform additional duties or adhere to new requirements as business needs evolve.","jms, hibernate, tomcat, ms sql, jboss, coding, agile, http, scrum, oracle, ",https://www.naukri.com/job-listings-software-engineer-ibase-t-ahmedabad-2-to-4-years-080925501381
Software Engineer Senior AB,Blackbaud,6 - 8 years,Not Disclosed,Hyderabad,"As a Senior Software Engineer, you will contribute to the development of our solution delivery platform supporting our web-based applications on the latest cloud technologies within a DevSecOps culture. You will be involved in all phases of the development lifecycle. You should be knowledgeable in object-oriented development and engineering best practices to provide world-class solutions that serve the non-profit industry. What youll do Design, build, and maintain efficient, reusable, and reliable code.Proactively suggest improvements to applications and processes that enhance the client experience or improve performance.Participate in the maintenance and support of the solution.Participate in Agile development process and ceremonies.Work with the Product Management team to understand and document project requirements.Collaborate with other engineers on the technical design of solutions.Keep up to date on the latest technical developments in your area.Implement design concepts from the UI/UX team.Ensure compliance with Web standards and accessibility requirements.Work closely with product management, scrum master, and other team members to coordinate implementation and provide progress updates at daily standup meetings.Ensure robust high quality code standards are maintained in the development process. What well want you to have: 6 or more years of experience in designing and developing applications on the Microsoft stack using C# and NETExperience with operational excellence for software enablement solutionsSoftware Engineer, Senior-Fullstack AISensitivity: PublicExperience with Kubernetes in cloud environments (AWS/Azure) and experience with monitoring, logging and troubleshooting Kubernetes workloadsExperience building applications with Angular and with common web technologies such as JavaScript/TypeScript, CSS, and HTMLExperience with SQL Server and/or Cosmos DB Experience with designing data store solutions with modern cloud optionsExperience with Identity and Access Management (IAM) solutions, including designing, implementing, and managing IAM frameworks and policiesFamiliarity with tools and technologies such as Azure AD, Okta, Google Workspace and other similar platforms Experience collaborating across teams and organizations with a focus onPassion for establishing and evangelizing best practices across the groupUnderstanding of software engineering best practices and object-oriented developmentExperience working with RESTful services and APIsExperience managing public APIs as part of a flourishing internal and external developer community Familiarity with Git and continuous integration systemsFamiliarity with building software applications in the cloud (Azure/AWS/GCP) is a plusExperience with enterprise email solutions such as Postfix/SMTP is a plusAvailable on a 24x7x365 basis when needed for production impacting incidents or key customer events India Location Our India location is a cornerstone of our global efforts, where innovation and collaboration come together to drive our mission forward. This stems from our commitment to expanding our global impact by harnessing the incredible talent pool in Hyderabad. Here, youll find a supportive and inclusive environment that values your contributions and encourages growth, both professionally and personally. We offer a hybrid work model, blending remote and in-office work to allow flexibility while supporting you personally and professionally. We Thrive Together!","html, c, javascript, net, microsoft stack, kubernetes, application software, continuous integration, css, sql, git, gcp, typescript, api, postfix, rest, smtp, microsoft azure, cosmos, sql server, angular, web technologies, scrum, agile, aws, azure active directory, okta, ",https://www.naukri.com/job-listings-software-engineer-senior-a-b-blackbaud-hyderabad-6-to-8-years-090925913044
Software Engineer,Capgemini,2 - 5 years,Not Disclosed,Hyderabad,"About The Role Works in the area of Software Engineering, which encompasses the development, maintenance and optimization of software solutions/applications. 1. Applies scientific methods to analyse and solve software engineering problems. 2. He/she is responsible for the development and application of software engineering practice and knowledge, in research, design, development and maintenance. 3. His/her work requires the exercise of original thought and judgement and the ability to supervise the technical and administrative work of other software engineers. 4. The software engineer builds skills and expertise of his/her software engineering discipline to reach standard software engineer skills expectations for the applicable role, as defined in Professional Communities. 5. The software engineer collaborates and acts as team player with other software engineers and stakeholders. Works in the area of Software Engineering, which encompasses the development, maintenance and optimization of software solutions/applications.1. Applies scientific methods to analyse and solve software engineering problems.2. He/she is responsible for the development and application of software engineering practice and knowledge, in research, design, development and maintenance.3. His/her work requires the exercise of original thought and judgement and the ability to supervise the technical and administrative work of other software engineers.4. The software engineer builds skills and expertise of his/her software engineering discipline to reach standard software engineer skills expectations for the applicable role, as defined in Professional Communities.5. The software engineer collaborates and acts as team player with other software engineers and stakeholders. About The Role - Grade Specific Has more than a year of relevant work experience. Solid understanding of programming concepts, software design and software development principles. Consistently works to direction with minimal supervision, producing accurate and reliable results. Individuals are expected to be able to work on a range of tasks and problems, demonstrating their ability to apply their skills and knowledge. Organises own time to deliver against tasks set by others with a mid term horizon. Works co-operatively with others to achieve team goals and has a direct and positive impact on project performance and make decisions based on their understanding of the situation, not just the rules.","software development, software design, technical support, java, software engineering, c, python, project management, windows installation, production, business analysis, software installation, software troubleshooting, computer hardware, manufacturing, html, ",https://www.naukri.com/job-listings-software-engineer-capgemini-technology-services-india-limited-hyderabad-2-to-5-years-100925939581
Software Engineer,Pine Labs,2 - 6 years,Not Disclosed,Noida,"Job Description C++ Developer We at Pine Labs are looking for those who share our core belief - Every Day is Game day. We bring our best selves to work each day to realize our mission of enriching the world through the power of digital commerce and financial services. Responsibilities we entrust you with We are looking for C++ Developers who desire to work in computer programming, design, code, test, debug, and implement software applications. • Design, build, and maintain efficient and reliable C++ code and Work closely with other engineers to develop new products, Work on extensions of existing products. • Suggest and implement improvements on current products, Plan, design, develop, manage, document, test, deploy, and support new and existing modules • Development of the next generation software Coach and guide team members in Agile frameworks to drive results/performance Relevant work experience • Product knowledge, Problem solving, critical thinking • Hands on of algorithm complexities • Basic Database systems - indexes, filters • Knowledge of SQL, Stored Procedures • Hands on experience on working with Visual Studio • Knowledge of C# Years of experience • 2-7 Years of working experience in C++ • Bachelor/masters degree in computer science from Premier institutes • Sound understanding of C++ 11, 14, OOPS, Data structures, Algorithms, Design patterns, Database. What we Value in Our people • You take the shot: You Decide Fast and You Deliver Right • You are the CEO of what you do: you show ownership and make things happen • You own tomorrow: by building solutions for the merchants and doing the right thing • You sign your work like an artist: You seek to learn and take pride in the work you do .","c, oops, sql, ",https://www.naukri.com/job-listings-software-engineer-pine-labs-noida-2-to-6-years-090925030669
Software Engineer,Icertis,2 - 5 years,Not Disclosed,Pune,"Required Skills & Qualifications: 2+ years of development experience , with a primary focus on server-side development and API development. Expertise in .NET Framework (including C#) and demonstrable experience with related technologies like ASP.NET MVC, Web API. Strong hands-on experience with API development standards and practices , including RESTful API design principles, HATEOAS, API versioning, error handling, and security best practices (OAuth, JWT, API Gateway integration). Proficiency in database design and development, specifically with MS SQL Server , including complex query optimization, stored procedures, and understanding of ORM frameworks (e.g., Entity Framework). Solid understanding of software design patterns (e.g., MVC, MVVM, Repository, Unit of Work) and architectural principles. Experience with cloud platforms , preferably Microsoft Azure, including services like Azure App Service, Azure SQL Database, Azure Functions, etc. Additionally, having skills in writing Postman test cases and executing them in an automated fashion using tools like Newman is considered a valuable plus. Excellent problem-solving, analytical, and debugging skills. Strong communication and interpersonal skills, with the ability to articulate complex technical concepts to both technical and non-technical stakeholders. Good to Have: Experience with .NET Core development and migration strategies. Familiarity with containerization technologies (Docker, Kubernetes). Knowledge of message queuing systems (e.g., Azure Service Bus, RabbitMQ). Experience with performance profiling and optimization of .NET applications. Understanding of microservices architecture and distributed systems. Experience with CI/CD tools (e.g., Azure DevOps, Jenkins). Bachelor's or Master's degree in Computer Science, Engineering, or a related field. As part of the next step in our hiring process, please find the attached online assessment. This task is specifically designed to evaluate your technical expertise, problem-solving approach, and architectural thinking relevant to the role. https://assess.wecreateproblems.com/quizzes/78c7dc5d-dd34-4512-8383-9d33b23c3c12 We look forward to reviewing your submission.","c, web api, net, aspnet, mvc, azure functions, entity framework, microservices, ",https://www.naukri.com/job-listings-software-engineer-icertis-pune-2-to-5-years-090925021834
